	N1	N2	N3	N4	Repeat Content
k120_ecoli_20X_noerr_2	13853.654225776963	1.033675925827666e-11	234.53311295804752	2.1486246570249543	0.016797451688164364
k126_ecoli_20X_noerr_2	7976.857468783566	477.2731831197428	7.082930607234276	0.04208500530398655	0.057248973174509485
k30_ecoli_20X_noerr_2	4521498.4752811305	56077.35258533093	2198.2009628909823	652.9755436326407	0.012865291606130787
k36_ecoli_20X_noerr_2	4518666.605074182	58709.73299471808	2389.4806204374754	725.9213475271608	0.013497488582347086
k42_ecoli_20X_noerr_2	4520348.612333502	64188.86405850749	2634.4353300605385	790.9292830955213	0.014737309567409254
k48_ecoli_20X_noerr_2	4468820.847578284	71736.00950638679	2255.6398793141666	727.6704709975933	0.016445176471033756
k54_ecoli_20X_noerr_2	4509110.639177636	77573.65301031791	2313.745917842707	669.107500390771	0.017551709932967646
k60_ecoli_20X_noerr_2	4485219.437365985	100976.14379457313	2165.677184469086	760.077342178211	0.022640913308007243
k66_ecoli_20X_noerr_2	4507636.376991283	89431.38420626066	1594.3142229786163	396.9471859958299	0.019878554540363625
k72_ecoli_20X_noerr_2	25760.95918740036	5.924542362328607e-19	1550.796587433673	2687.776678130859	0.14128797747798327
k78_ecoli_20X_noerr_2	19773.075541319446	1.5529113776951312e-32	3613.1058737853787	744.2712977635185	0.18057585671507875
k84_ecoli_20X_noerr_2	8964.47348280567	2872.473622442625	1297.0398727136321	51.11476844968175	0.3201058546821305
k90_ecoli_20X_noerr_2	16290.717547516124	2.9106460364629327e-27	3756.498882914491	731.835019919153	0.2160028292705389
k96_ecoli_20X_noerr_2	11127.731418647394	1.145065443934529e-10	24.87198767622715	1.1785257691822146e-06	0.0022301509294355656
k102_ecoli_50X_noerr_2	4522505.405782564	17366.28001677019	1655.4417578173195	368.9107502555053	0.004269281454550679
k108_ecoli_50X_noerr_2	4562554.20623878	22779.18334857365	2190.144408655514	328.3472669161681	0.005514056617098433
k114_ecoli_50X_noerr_2	4549872.951516195	33329.565212695605	1468.5393158694233	722.294337756528	0.007746423513123125
k120_ecoli_50X_noerr_2	4556134.5100474525	52231.34172093919	1237.9540113152045	384.22750201136046	0.011681922565844268
k126_ecoli_50X_noerr_2	17633.611986858614	7.075578699057496e-30	2822.01292697556	377.38887876562757	0.15357364218122213
k30_ecoli_50X_noerr_2	5008610.66967169	5641.378492048077	1975.0618195513152	509.69549115210646	0.0016198050880173681
k36_ecoli_50X_noerr_2	34194.2737027337	3973.7758460445048	1279.6977227999287	2330.901631609008	0.1815371104515268
k42_ecoli_50X_noerr_2	23367.170239515654	2327.758608502824	3516.4673640687206	4.472179460530547	0.20018909154602185
k48_ecoli_50X_noerr_2	4784263.065697278	7748.675387558302	1497.4214917504016	353.2038069903739	0.0020024147446562287
k54_ecoli_50X_noerr_2	4536449.567098096	6223.231861007812	1367.5054813493207	226.33415110801832	0.0017202052861686732
k60_ecoli_50X_noerr_2	22111.84564831757	1430.5947487768146	2642.855681826794	33.089945204205414	0.15662826735517196
k66_ecoli_50X_noerr_2	4541131.713513032	7157.009045682923	1182.7090767486386	442.9336991524814	0.0019302894772038502
k72_ecoli_50X_noerr_2	5048315.1592672095	7660.3852821474275	1560.2657950533176	272.4740578520451	0.0018769246680085858
k78_ecoli_50X_noerr_2	4540049.4933229545	10131.786022737557	1602.4392714199241	378.7143591754057	0.0026609199104112866
k84_ecoli_50X_noerr_2	33590.22851656856	1956.134573665211	948.8841164025316	1502.550193978306	0.11599537829986843
k90_ecoli_50X_noerr_2	4559924.001059072	8788.387924129373	1164.8207546831093	613.9652533562728	0.0023120433948084383
k96_ecoli_50X_noerr_2	4538583.448229505	13845.4184100535	1437.0335931517664	337.5110179257308	0.0034297903739968385
k102_ecoli_100X_noerr_2	25910.933632098135	2051.083591792977	1854.3304549338327	1711.595179104384	0.17815971220014146
k108_ecoli_100X_noerr_2	4566331.6483872	4746.240372969949	1307.6127098791321	117.60657421325182	0.0013496895488611207
k114_ecoli_100X_noerr_2	76199.25967224361	2.7170407409727583e-26	2764.389223303407	874.4409665811926	0.04557762085952291
k120_ecoli_100X_noerr_2	23790.105193762625	2.918197069528369e-28	2615.015050903525	2775.7454735851156	0.18473614102260755
k126_ecoli_100X_noerr_2	4567568.002148051	10993.422510310627	1217.2493839556116	243.02622572429607	0.002719135177735445
k30_ecoli_100X_noerr_2	4547273.052013141	7426.974583354621	1790.650831118343	1.9656113664317074e-10	0.0020229659330010985
k36_ecoli_100X_noerr_2	4529990.833038475	6010.919824813747	1609.8644781422809	7.7632226704018406	0.0016811783637696988
k42_ecoli_100X_noerr_2	4538843.41003734	5810.129914219287	1089.4675335710463	377.360043889056	0.0016006961768226739
k48_ecoli_100X_noerr_2	4790060.285261382	7287.397181506151	1612.7297190456661	167.63058988657173	0.0018894593787997654
k54_ecoli_100X_noerr_2	4539746.7642827425	5007.392841215512	1934.0711035296622	188.3909445487047	0.001568077492850947
k60_ecoli_100X_noerr_2	4528143.24613292	6449.711404158012	1623.373221978227	85.49250564816883	0.0017985084435834142
k66_ecoli_100X_noerr_2	4541802.026984583	5986.003803511732	1468.4719616961297	40.50563645700385	0.001647503204967382
k72_ecoli_100X_noerr_2	4573253.361334135	5589.025660042762	1537.7154129800595	22.492219690879182	0.0015608307665139042
k78_ecoli_100X_noerr_2	4543545.739476335	5435.804216216988	1410.9489013345344	38.76297098551187	0.001513156820052277
k84_ecoli_100X_noerr_2	4549810.917380934	4815.060044691104	1160.5057449872552	74.94650601195679	0.0013280720647642224
k90_ecoli_100X_noerr_2	4561869.242761524	4425.336638954655	1606.6724303969886	14.672759620183148	0.0013237287920341702
k96_ecoli_100X_noerr_2	4550498.283331143	4459.707222056654	964.302972928034	101.91362575635823	0.0012128828929544866
k102_ecoli_200X_noerr_2	11737.292459528056	789.7185447323044	57.09920472833768	0.0	0.06729262024865047
k108_ecoli_200X_noerr_2	4573207.863968246	5083.911632915888	1507.2941152572748	133.06654631126017	0.0014682034786592918
k114_ecoli_200X_noerr_2	4556938.290358601	3993.3924872932525	954.8407731541361	332.56779685316735	0.001157507114736491
k120_ecoli_200X_noerr_2	24311.604808846605	2662.1640567440536	1849.2937936453923	1917.57296360273	0.20913786210769572
k126_ecoli_200X_noerr_2	4566314.850141348	4397.483064444879	848.9646741201036	252.54679306373748	0.0012028036832768428
k30_ecoli_200X_noerr_2	4540859.103610707	408.6373412800001	3.5764274508236237e-252	0.0	8.99830982425928e-05
k36_ecoli_200X_noerr_2	4524573.827082225	1891.8301148534615	1.7887631609257864e-205	0.0	0.00041794862882599195
k42_ecoli_200X_noerr_2	4536351.729243436	4635.990117858876	5.399986215999782e-156	0.0	0.0010209210868579366
k48_ecoli_200X_noerr_2	4483538.559241053	5536.675909525133	5.802202972777871e-114	0.0	0.0012333667001549853
k54_ecoli_200X_noerr_2	4532051.130485389	4890.064807110872	4.593594248855569e-75	0.0	0.0010778329708537484
k60_ecoli_200X_noerr_2	4528573.846077323	5172.35219094242	1.276174166527574e-41	0.0	0.0011408561407601687
k66_ecoli_200X_noerr_2	4537961.254777497	4485.536766128084	1.060886809717875e-12	0.0	0.000987471504229508
k72_ecoli_200X_noerr_2	4571151.395881038	4187.804182548652	161.15381806657902	0.0	0.0009504879607157644
k78_ecoli_200X_noerr_2	4541823.2982807355	4511.6909920716425	936.488879053436	7.354439042537963e-205	0.0011981206526379138
k84_ecoli_200X_noerr_2	4545489.1798126465	4745.206037964772	503.41457296798495	3.2909662008398677e-96	0.0011533559701998695
k90_ecoli_200X_noerr_2	-1.0	-1.0	-1.0	-1.0	0.75
k96_ecoli_200X_noerr_2	4540681.571562739	4826.909011345496	1265.7244640628753	142.1194100118727	0.001371204667193195
k102_ecoli_20X_noerr_3	10830.880137886037	3079.6601827502536	429.81049450041564	0.020508554944762565	0.24472805526364597
k108_ecoli_20X_noerr_3	8874.993922009568	3533.7277479896156	550.9927835238364	3.729935028430436e-30	0.3151859978213521
k114_ecoli_20X_noerr_3	9996.137013422463	499.6795557598613	1.198111760524984e-06	0.006857994716171577	0.04760811939745495
k120_ecoli_20X_noerr_3	10673.337057409786	2910.3863542623876	461.61824454159773	3.216136958712956e-17	0.24007992694945826
k126_ecoli_20X_noerr_3	9775.348238371893	447.5960476540376	0.01630591653153598	0.020380002439158725	0.04378690861319749
k30_ecoli_20X_noerr_3	4524174.039451913	58596.71474496534	1672.8173803240834	1177.8160049681107	0.013400004696562282
k36_ecoli_20X_noerr_3	4517133.488967967	58093.69848948206	1748.3653247531686	679.1419718986239	0.013221007223522105
k42_ecoli_20X_noerr_3	4513917.017865923	66916.62241272972	1894.8733177061304	594.7123207547783	0.015143206060336837
k48_ecoli_20X_noerr_3	4471492.077148496	68485.82299512827	2114.0080265319825	814.1899031655429	0.015719898096751988
k54_ecoli_20X_noerr_3	4501154.542386244	80595.88106422756	2124.1650092054956	686.3413534938558	0.018192884488575416
k60_ecoli_20X_noerr_3	4497715.074805426	86439.06762860942	1925.762053177788	706.3082019176288	0.019419073345361876
k66_ecoli_20X_noerr_3	4505938.930744084	93350.37882581915	1749.248820722894	440.1797461455541	0.020762848820936534
k72_ecoli_20X_noerr_3	18655.21170620841	2.812184671754911e-28	3650.5944446933113	688.8831852175326	0.1887165147778076
k78_ecoli_20X_noerr_3	19644.19317564256	2.1425249325213414e-31	3461.7833747012746	753.1189972512221	0.17665809517148062
k84_ecoli_20X_noerr_3	9851.02786064153	3801.4025313812845	667.913806738848	7.84008526549359e-11	0.31209559463708036
k90_ecoli_20X_noerr_3	10303.232262412974	4535.5594802151	533.5376585044316	0.001855217550756427	0.3297547333195231
k96_ecoli_20X_noerr_3	15951.485532060133	2.122127702837167e-12	2022.0997139368321	654.1428785527665	0.14366983319681073
k102_ecoli_50X_noerr_3	4509334.994405121	16935.232734054538	2038.3764278060555	176.44026551037666	0.004228798205583592
k108_ecoli_50X_noerr_3	4569294.561706712	20487.61804674342	992.3758105684067	581.5814272738314	0.004805023750355934
k114_ecoli_50X_noerr_3	4557099.494159213	30553.527407148653	1510.8653564550086	474.254702395532	0.007089588865600002
k120_ecoli_50X_noerr_3	4558954.6725419	48296.0771414256	1566.145666370861	728.8670362566899	0.01097528746907735
k126_ecoli_50X_noerr_3	17336.187736633186	1.5965182777334598e-20	2778.1592639921982	683.9600132507319	0.1664615910772492
k30_ecoli_50X_noerr_3	4533840.175028183	6694.285486104178	1844.1750450387794	224.92777476705217	0.001929155424577272
k36_ecoli_50X_noerr_3	306930.2260049884	5675.865657150858	2247.74172296041	601.2933191920732	0.027024131097081835
k42_ecoli_50X_noerr_3	74868.53900638658	3504.2087142137657	760.4447535535353	109.98058160268727	0.055205185262987094
k48_ecoli_50X_noerr_3	5052981.403337516	7396.961551612346	2571.8634648371817	439.2083620992158	0.0020555466863909698
k54_ecoli_50X_noerr_3	4943921.929156259	7194.721593387401	2102.2581988679485	313.1638601954723	0.0019400588330099903
k60_ecoli_50X_noerr_3	4528372.480848532	7454.997057808945	2083.629894049852	216.15493001386463	0.002149517040208258
k66_ecoli_50X_noerr_3	42359.957575598644	3802.8202179515156	777.1844078579695	666.1740358462653	0.11019963131455165
k72_ecoli_50X_noerr_3	39371.16886841093	4225.349006997113	979.356167533315	810.4061947854576	0.13253149052554197
k78_ecoli_50X_noerr_3	8908.55091516568	391.26017199424143	776.3784445155809	0.0027634494082833683	0.11588121244214065
k84_ecoli_50X_noerr_3	65347.71633619371	2968.9289959352254	570.9858800422558	624.0986823401801	0.05990375386480564
k90_ecoli_50X_noerr_3	75750.27880307277	1.153612840057023e-32	3417.6488589565397	660.1715142475048	0.051082518753194674
k96_ecoli_50X_noerr_3	4541626.821063688	14460.638625297259	2158.2784913406385	296.3245430565287	0.0037106692067219527
k102_ecoli_100X_noerr_3	4508584.766999859	4630.970344885724	1097.8200188144926	85.57681017323219	0.0012879603688249527
k108_ecoli_100X_noerr_3	4568352.3086825395	5782.66461476643	1259.0797744184779	164.8512260586122	0.0015750197442490413
k114_ecoli_100X_noerr_3	4561419.05410176	5875.872606587604	1272.0569408870128	214.1528887035795	0.0016113887306400774
k120_ecoli_100X_noerr_3	16405.975674176883	1781.228509478925	2270.1716370542404	94.38640543553096	0.20172413958227395
k126_ecoli_100X_noerr_3	4569530.405620512	12716.447181523556	1533.3813094136976	569.6968743024119	0.003232633980463418
k30_ecoli_100X_noerr_3	-1.0	-1.0	-1.0	-1.0	0.75
k36_ecoli_100X_noerr_3	4523999.153198007	5830.57174939457	2289.0742174496927	1.0381050738234763	0.0017918070049996416
k42_ecoli_100X_noerr_3	4526360.075608585	6168.7758999050975	1170.3343731416692	327.37096333665795	0.0016908770030932936
k48_ecoli_100X_noerr_3	4488086.601909072	7085.525930464273	2232.8310449432943	151.0422359852736	0.0021054544310362675
k54_ecoli_100X_noerr_3	4524598.749771804	4730.131745050213	1815.5871415797346	130.49178351530594	0.0014733625146186452
k60_ecoli_100X_noerr_3	4521091.219470772	6346.273574071441	1394.4638811925224	206.50872248831314	0.0017547314375953946
k66_ecoli_100X_noerr_3	4540341.269430471	5675.366695042757	1468.618666123129	183.64251221538407	0.001611293178737255
k72_ecoli_100X_noerr_3	4568814.44845304	5590.618884120362	921.8025791577039	226.18473810740593	0.0014727413540819305
k78_ecoli_100X_noerr_3	4539285.751846759	6789.391875898493	1767.059135651037	82.56443371942972	0.0018995510891911462
k84_ecoli_100X_noerr_3	4759056.254211391	5638.777558506872	1020.7183583297541	153.50341953565828	0.001429539707011605
k90_ecoli_100X_noerr_3	4770362.103015583	4470.050301448231	912.7401247043425	228.0159500626212	0.0011747986185561738
k96_ecoli_100X_noerr_3	4537892.426393655	4844.71834336425	1383.408204966588	199.3226353063416	0.0014143918913323995
k102_ecoli_200X_noerr_3	4516302.160666255	4305.494220484629	1237.6502435187667	169.5006717897346	0.0012632964245193146
k108_ecoli_200X_noerr_3	4560188.585519102	5191.161887115109	1296.3638943757824	103.02836673784586	0.0014431514962006304
k114_ecoli_200X_noerr_3	4564482.260640055	4127.774905740367	1473.1073115947856	309.0054456750182	0.0012930810904715135
k120_ecoli_200X_noerr_3	38133.4723456009	9.369281492638376e-12	2219.0100377487643	2514.622930401785	0.1104257666456439
k126_ecoli_200X_noerr_3	4570559.707905594	4123.4849103232655	1163.5881891010663	357.4830224573003	0.0012334580792759259
k30_ecoli_200X_noerr_3	4539024.1792266555	902.5119314943086	1.3426273888055297e-251	0.0	0.00019879438433488778
k36_ecoli_200X_noerr_3	4533359.562999539	1524.1261595233216	8.347914506321574e-204	0.0	0.000336089360608486
k42_ecoli_200X_noerr_3	4529937.863599063	4367.231376753691	4.479583376609536e-158	0.0	0.0009631534017401585
k48_ecoli_200X_noerr_3	4486873.3929239735	5344.785368118247	2.6965524573735074e-112	0.0	0.0011897875739753795
k54_ecoli_200X_noerr_3	4535238.158597796	4623.886240957549	6.995988761563924e-74	0.0	0.0010185080945828123
k60_ecoli_200X_noerr_3	4539348.785765692	5986.645169472543	4.03001084317288e-42	0.0	0.0013170964520523498
k66_ecoli_200X_noerr_3	4529940.016358383	4108.615936534209	2.6377520996237823e-13	0.0	0.0009061693576177248
k72_ecoli_200X_noerr_3	4559238.868333775	4938.711389519	21.826936031419976	0.0	0.00108683645993048
k78_ecoli_200X_noerr_3	4547898.535937143	4018.9232181996067	1543.3489890686349	1.1699269380501435e-203	0.0012215482775912885
k84_ecoli_200X_noerr_3	4552953.776780318	4478.96818591519	1152.8124793326253	1.4025994469248424e-94	0.0012354228289188063
k90_ecoli_200X_noerr_3	4556268.019741448	4331.425571030874	819.7609552545774	2.394174021073637e-21	0.0011292946982832304
k96_ecoli_200X_noerr_3	4541706.682121381	4032.0509576698373	1768.7305405447844	32.60116055104142	0.0012827556383602045
k102_ecoli_20X_noerr_4	37170.722981559746	4.5393445112404686e-12	2629.2711367273605	1562.3430576162136	0.10133891072251859
k108_ecoli_20X_noerr_4	10746.47572700455	2627.1153048413653	680.0057203184489	84.5777831688127	0.2398965156252896
k114_ecoli_20X_noerr_4	13916.251319021827	2326.9119901192435	466.8248283587392	276.06058698361954	0.18072463203504438
k120_ecoli_20X_noerr_4	17301.196856361385	310.20701410172467	1.0232163443184822e-30	631.2200092551911	0.05160589998259906
k126_ecoli_20X_noerr_4	10698.702647235192	1080.542340119435	1072.1400903001568	4.2845385156179784e-10	0.16750586939947062
k30_ecoli_20X_noerr_4	4518706.7741591595	62670.888060262965	1740.6434595053443	737.7807805989839	0.014212774369774606
k36_ecoli_20X_noerr_4	4509131.710583629	67446.92950438218	2279.374131534115	895.4843684663276	0.015420434315112391
k42_ecoli_20X_noerr_4	4518309.137166096	66936.43730101225	2579.271741341706	805.2880206953577	0.015325052358978743
k48_ecoli_20X_noerr_4	4469459.285759027	74239.71022266752	2237.718540969755	432.84210777585776	0.01691685418736956
k54_ecoli_20X_noerr_4	4513484.192741436	73660.97586592805	1798.2943320821898	563.5443924823758	0.016564483825614165
k60_ecoli_20X_noerr_4	4501883.225975685	88773.09029561044	1478.771269598602	760.8986079217165	0.019815985480099184
k66_ecoli_20X_noerr_4	4501184.14468571	99642.50139734561	1321.1874481464563	552.7669226558226	0.022055846030510366
k72_ecoli_20X_noerr_4	24143.922704298602	2376.2215502933113	2175.615778209032	512.7157618123664	0.1733932686500788
k78_ecoli_20X_noerr_4	19990.264823973972	2.6013931904161645e-28	2481.859670653859	651.4573099054396	0.13550309839736968
k84_ecoli_20X_noerr_4	11309.955719804382	2229.0735666329065	794.1698271591748	12.227370800033853	0.21159850269309127
k90_ecoli_20X_noerr_4	21430.53666031084	8.134346242268497e-31	1710.6172503837329	2750.5663131842175	0.1723015514223577
k96_ecoli_20X_noerr_4	11090.19864417839	2722.9775102782655	455.1406619599877	25.48793796913727	0.22412549809206156
k102_ecoli_50X_noerr_4	4523224.789650771	14858.723879174227	1481.9346387836965	282.66320337079156	0.003661647110987722
k108_ecoli_50X_noerr_4	4572890.99750047	21591.208565457408	1218.0845740484838	166.0633792723464	0.004999135037659542
k114_ecoli_50X_noerr_4	4554804.195366513	33097.8333896531	1567.6562660856296	541.6347031852042	0.007670378547351803
k120_ecoli_50X_noerr_4	4556615.5766393915	46965.701983904335	1172.386299572044	476.13850071982574	0.01055630855773055
k126_ecoli_50X_noerr_4	9939.72011897989	4202.261419169203	600.3003287635751	401.68951757486656	0.3436516837874198
k30_ecoli_50X_noerr_4	40475.347749359105	5216.317226603311	1200.9180810138769	1531.3102575342352	0.16414511558428516
k36_ecoli_50X_noerr_4	4519071.804432733	5701.363030608435	1620.248392809835	351.53922658686247	0.0016950702383595818
k42_ecoli_50X_noerr_4	4529999.887625258	5468.6941184770885	1431.3425310604407	259.6471345061556	0.0015780101341729515
k48_ecoli_50X_noerr_4	105343.53069010175	5.2814916126135635e-17	3895.712260008688	605.8659752645191	0.04098114407926372
k54_ecoli_50X_noerr_4	4530194.91407435	6948.485338243095	1947.9088854158306	339.4530319549158	0.0020345826913566404
k60_ecoli_50X_noerr_4	39902.07840425035	4227.331105960797	596.554692467451	2086.86393051412	0.14762512765261215
k66_ecoli_50X_noerr_4	4532451.183561213	8511.268862141875	1059.3349151013015	429.13438583508423	0.0022013970729445787
k72_ecoli_50X_noerr_4	20094.350078034357	1404.8510743617098	2002.6990430923495	124.29732757226995	0.14948861074995326
